id,class
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,0
552,0
553,1
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,0
562,1
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,0
571,1
572,0
573,0
574,1
575,0
576,0
577,0
578,1
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,1
596,1
597,0
598,1
599,1
600,1
601,0
602,0
603,1
604,1
605,1
606,1
607,0
608,1
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,1
619,1
620,0
621,0
622,1
623,0
624,0
625,1
626,0
627,1
628,1
629,1
630,1
631,0
632,1
633,0
634,0
635,1
636,0
637,1
638,0
639,0
640,0
641,0
642,1
643,0
644,0
645,0
646,1
647,0
648,0
649,1
650,0
651,0
652,0
653,1
654,0
655,0
656,1
657,0
658,1
659,1
660,0
661,1
662,0
663,0
664,0
665,1
666,0
667,1
668,0
669,0
670,0
671,0
672,0
673,1
674,0
675,1
676,0
677,0
678,0
679,1
680,1
681,0
682,0
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,1
691,1
692,1
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,0
702,1
703,1
704,0
705,0
706,1
707,0
708,1
709,0
710,0
711,1
712,1
713,1
714,0
715,0
716,1
717,1
718,1
719,0
720,0
721,1
722,0
723,0
724,1
725,1
726,0
727,1
728,1
729,1
730,0
731,0
732,1
733,0
734,1
735,0
736,0
737,0
738,0
739,0
740,1
741,0
742,1
743,1
744,1
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,1
753,0
754,1
755,1
756,0
757,1
758,0
759,1
760,0
761,0
762,1
763,0
764,0
765,0
766,1
767,0
768,1
769,1
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,1
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,1
791,1
792,1
793,0
794,0
795,0
796,1
797,0
798,1
799,0
800,0
801,0
802,0
803,0
804,1
805,1
806,0
807,0
808,0
809,0
810,1
811,1
812,0
813,1
814,1
815,1
816,0
817,1
818,1
819,0
820,0
821,1
822,1
823,1
824,1
825,0
826,1
827,1
828,0
829,0
830,0
831,0
832,1
833,0
834,1
835,0
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,1
844,1
845,0
846,0
847,0
848,1
849,0
850,1
851,0
852,0
853,0
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,1
862,0
863,0
864,0
865,1
866,1
867,0
868,0
869,0
870,0
871,1
872,0
873,1
874,0
875,0
876,0
877,0
878,0
879,1
880,0
881,0
882,1
883,1
884,0
885,0
886,0
887,0
888,1
889,0
890,0
891,0
892,0
893,0
894,1
895,0
896,1
897,0
898,1
899,0
900,0
901,0
902,1
903,0
904,0
905,0
906,0
907,0
908,1
909,0
910,0
911,0
912,0
913,0
914,1
915,0
916,0
917,0
918,1
919,0
920,1
921,1
922,0
923,1
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,1
935,0
936,0
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,1
948,0
949,1
950,0
951,0
952,0
953,1
954,1
955,1
956,0
957,0
958,1
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,1
972,0
973,0
974,1
975,0
976,0
977,1
978,0
979,0
980,1
981,0
982,0
983,1
984,0
985,1
986,0
987,0
988,0
989,0
990,0
991,1
992,0
993,1
994,1
995,1
996,0
997,0
998,1
999,1
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,0
1007,0
1008,1
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,1
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,0
1038,1
1039,0
1040,0
1041,1
1042,0
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,0
1054,0
1055,1
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,1
1065,0
1066,0
1067,0
1068,1
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,1
1076,0
1077,0
1078,1
1079,0
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,0
1090,1
1091,0
1092,0
1093,1
1094,0
1095,0
1096,0
1097,0
1098,1
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,1
1106,1
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,1
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,0
1139,0
1140,0
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,1
1150,0
1151,1
1152,0
1153,0
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,1
1161,0
1162,1
1163,1
1164,1
1165,1
1166,0
1167,0
1168,0
1169,1
1170,1
1171,0
1172,0
1173,0
1174,0
1175,1
1176,0
1177,0
1178,0
1179,1
1180,1
1181,0
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,0
1189,1
1190,0
1191,0
1192,0
1193,0
1194,1
1195,0
1196,0
1197,1
1198,0
1199,0
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,0
1210,0
1211,1
1212,0
1213,1
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,1
1229,0
1230,0
1231,1
1232,1
1233,0
1234,0
1235,0
1236,1
1237,0
1238,0
1239,1
1240,0
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,1
1251,1
1252,0
1253,0
1254,1
1255,0
1256,0
1257,1
1258,1
1259,0
1260,1
1261,0
1262,0
1263,1
1264,0
1265,0
1266,1
1267,1
1268,0
1269,0
1270,0
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,1
1292,0
1293,1
1294,0
1295,1
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,1
1305,0
1306,0
1307,0
1308,1
1309,0
1310,0
1311,1
